taxa	name	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+	# unique markers (of 43)	# multi-copy	Insertion branch UID	Taxonomy (contained)	Taxonomy (sister lineage)	GC	Genome size (Mbp)	Gene count	Coding density	Translation table	# descendant genomes	Lineage: GC mean	Lineage: GC std	Lineage: genome size (Mbp) mean	Lineage: genome size (Mbp) std	Lineage: gene count mean	Lineage: gene count std
KR11_0.1_MetaG.068.2k	KR11_0.1_MetaG.068.2k	k__Bacteria (UID1452)	924	151	101	48.08	9.24	7.14	1815327	0	461	461	3978	3978	3937	3937	72376	72376		2.73			2352	74	67	8	2	0	0	20	3	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi		1.8153270000000001	2352			8.0	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
KR11_0.1_MetaG.069.2k	KR11_0.1_MetaG.069.2k	k__Bacteria (UID203)	5449	104	58	85.58	64.6	53.95	1940228	0	535	535	3793	3793	3626	3626	18127	18127		2.38			2305	13	36	46	8	1	0	12	25	UID2982	k__Bacteria	unresolved		1.9402279999999998	2305			88.0	44.228229498299996	7.813765989760001	2.42188205682	2.1921334645400004	2142.11363636	1851.65080175
KR11_0.1_MetaG.070.2k	KR11_0.1_MetaG.070.2k	k__Bacteria (UID203)	5449	103	58	71.38	36.39	1.41	898547	0	164	164	8442	8442	5478	5478	30209	30209		2.16			1066	19	46	26	9	3	0	17	21	UID2142	k__Bacteria	p__Cyanobacteria		0.898547	1066			169.0	50.1629813722	12.0228236511	4.391494917159999	1.9983819945400003	4148.5443787	1625.20651017
KR11_0.1_MetaG.071.2k	KR11_0.1_MetaG.071.2k	k__Bacteria (UID2569)	434	278	186	72.2	16.36	1.96	4112248	0	1025	1025	4254	4254	4011	4011	51196	51196		2.47			4368	86	147	42	3	0	0	14	10	UID2616	k__Bacteria;p__Bacteroidetes	c__Bacteroidia;o__Bacteroidales		4.112248	4368			339.0	41.2085843471	6.09138086841	3.9152241622400004	1.3530055213299998	3422.87610619	1091.16090759
KR11_0.1_MetaG.072.2k	KR11_0.1_MetaG.072.2k	k__Bacteria (UID209)	5443	105	59	8.58	0.0	0.0	439996	0	135	135	3115	3115	3259	3259	15273	15273		1.7			572	90	15	0	0	0	0	10	0	UID223	k__Bacteria	p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae		0.439996	572			5429.0	49.3028086303	13.0497836745	3.8116536408199995	1.8262100867500002	3598.01565666	1663.23352454
KR11_0.1_MetaG.073.2k	KR11_0.1_MetaG.073.2k	root (UID1)	5656	56	24	0.0	0.0	0.0	114066	0	15	15	65016	65016	7604	7604	65016	65016		8.61			117	56	0	0	0	0	0	0	0			unresolved		0.11406600000000001	117									
KR11_0.1_MetaG.074.2k	KR11_0.1_MetaG.074.2k	k__Bacteria (UID1452)	924	151	101	45.63	6.62	0.0	557735	0	131	131	4279	4279	4257	4257	19914	19914		3.03			702	70	69	12	0	0	0	25	4	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi		0.5577350000000001	702			8.0	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
KR11_0.1_MetaG.075.2k	KR11_0.1_MetaG.075.2k	k__Bacteria (UID203)	5449	100	55	94.55	49.32	0.0	3309380	0	406	406	41502	41502	8151	8151	172587	172587		6.53			3457	3	59	22	14	2	0	26	14	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__		3.3093800000000004	3457			72.0	38.969742160500005	10.3693638763	2.60865927778	1.0341579159999998	2440.63888889	952.6666419630001
KR11_0.1_MetaG.076.2k	KR11_0.1_MetaG.076.2k	k__Bacteria (UID203)	5449	104	58	36.21	0.0	0.0	1073421	0	15	15	197805	197805	71561	71561	256706	256706		1.36			1029	79	25	0	0	0	0	3	0	UID3161	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfurimonas	s__		1.073421	1029			2.0	34.0295364398	0.43242032635600003	2.5771215	0.3755605	2549.0	385.0
KR11_0.1_MetaG.077.2k	KR11_0.1_MetaG.077.2k	k__Bacteria (UID203)	5449	100	55	56.36	21.38	5.13	799790	0	174	174	4985	4985	4596	4596	34758	34758		3.97			956	26	41	30	3	0	0	16	21	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__		0.79979	956			72.0	38.969742160500005	10.3693638763	2.60865927778	1.0341579159999998	2440.63888889	952.6666419630001
KR11_0.1_MetaG.078.2k	KR11_0.1_MetaG.078.2k	k__Archaea (UID2)	207	149	107	63.47	8.88	7.14	1921942	0	342	342	7185	7185	5619	5619	47198	47198		5.41			2317	49	86	14	0	0	0	32	5	UID1	k__Archaea (root)	k__Archaea		1.9219419999999998	2317			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
KR11_0.1_MetaG.079.2k	KR11_0.1_MetaG.079.2k	k__Bacteria (UID203)	5449	104	58	71.39	43.39	0.88	1096702	0	282	282	4035	4035	3889	3889	32869	32869		1.58			1359	20	46	19	12	3	4	17	21	UID1	k__Bacteria (root)	k__Bacteria		1.096702	1359			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
KR11_0.1_MetaG.080.2k	KR11_0.1_MetaG.080.2k	k__Bacteria (UID1452)	924	151	101	70.3	1.98	50.0	1390136	0	66	66	34967	34967	21062	21062	82681	82681		4.68			1360	34	115	2	0	0	0	39	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi		1.390136	1360			8.0	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
KR11_0.1_MetaG.081.2k	KR11_0.1_MetaG.081.2k	root (UID1)	5656	56	24	0.0	0.0	0.0	102276	0	2	2	98309	98309	51138	51138	98309	98309		1.67			109	56	0	0	0	0	0	0	0			unresolved		0.102276	109									
KR11_0.1_MetaG.082.2k	KR11_0.1_MetaG.082.2k	k__Bacteria (UID2565)	2921	152	93	66.68	29.48	2.08	2630330	0	646	646	4405	4405	4071	4071	48365	48365		4.11			3258	37	73	39	3	0	0	27	10	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae		2.63033	3258			88.0	44.228229498299996	7.813765989760001	2.42188205682	2.1921334645400004	2142.11363636	1851.65080175
KR11_0.1_MetaG.083.2k	KR11_0.1_MetaG.083.2k	k__Archaea (UID2)	207	149	107	82.24	0.93	100.0	1292947	0	113	113	48420	48420	11442	11442	150146	150146		2.69			1531	20	128	1	0	0	0	41	1	UID1	k__Archaea (root)	k__Archaea		1.2929469999999998	1531			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
KR11_0.1_MetaG.084.2k	KR11_0.1_MetaG.084.2k	k__Bacteria (UID2569)	434	278	186	37.95	12.53	65.31	1575438	0	327	327	5488	5488	4817	4817	32898	32898		3.36			1593	147	82	49	0	0	0	21	8	UID2616	k__Bacteria;p__Bacteroidetes	c__Bacteroidia;o__Bacteroidales		1.575438	1593			339.0	41.2085843471	6.09138086841	3.9152241622400004	1.3530055213299998	3422.87610619	1091.16090759
KR11_0.1_MetaG.085.2k	KR11_0.1_MetaG.085.2k	k__Bacteria (UID203)	5449	104	58	53.63	19.44	0.0	910201	0	256	256	3381	3381	3555	3555	29023	29023		1.79			1222	38	53	11	2	0	0	27	3	UID1	k__Bacteria (root)	k__Bacteria		0.910201	1222			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
KR11_0.1_MetaG.086.2k	KR11_0.1_MetaG.086.2k	c__Deltaproteobacteria (UID3217)	62	280	168	99.4	0.02	0.0	4138760	0	161	161	44102	44102	25706	25706	113136	113136		3.02			3873	1	278	1	0	0	0	43	0	UID3235	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae	unresolved		4.1387599999999996	3873			5.0	54.111367786	6.61115303754	4.4153047999999995	0.796783927483	3887.4	661.542621454
KR11_0.1_MetaG.087.2k	KR11_0.1_MetaG.087.2k	k__Bacteria (UID203)	5449	103	58	45.17	22.54	0.0	1025983	0	321	321	3151	3151	3196	3196	10218	10218		1.73			1369	50	32	15	6	0	0	15	11	UID2142	k__Bacteria	p__Deinococcus-Thermus;c__Deinococci		1.025983	1369			169.0	50.1629813722	12.0228236511	4.391494917159999	1.9983819945400003	4148.5443787	1625.20651017
KR11_0.1_MetaG.088.2k	KR11_0.1_MetaG.088.2k	root (UID1)	5656	56	24	0.0	0.0	0.0	169836	0	55	55	2975	2975	3087	3087	7689	7689		1.19			308	56	0	0	0	0	0	0	0			unresolved		0.169836	308									
KR11_0.1_MetaG.089.2k	KR11_0.1_MetaG.089.2k	k__Bacteria (UID203)	5449	104	58	32.99	0.0	0.0	101086	0	23	23	4866	4866	4395	4395	10410	10410		1.36			113	72	32	0	0	0	0	9	0	UID1	k__Bacteria (root)	k__Bacteria		0.101086	113			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
KR11_0.1_MetaG.090.2k	KR11_0.1_MetaG.090.2k	k__Bacteria (UID203)	5449	100	55	27.34	4.46	0.0	339724	0	117	117	2738	2738	2903	2903	10067	10067		1.78			460	74	19	7	0	0	0	5	3	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__		0.33972399999999997	460			72.0	38.969742160500005	10.3693638763	2.60865927778	1.0341579159999998	2440.63888889	952.6666419630001
KR11_0.1_MetaG.091.2k	KR11_0.1_MetaG.091.2k	k__Bacteria (UID203)	5449	104	58	75.39	48.15	1.14	2436797	0	563	563	4744	4744	4328	4328	47373	47373		2.18			2991	20	43	25	11	5	0	14	19	UID203	k__Bacteria	unresolved		2.4367970000000003	2991			5449.0	49.2671010696	13.0434017281	3.80482925821	1.8264246067200003	3591.96182786	1663.24426599
KR11_0.1_MetaG.092.2k	KR11_0.1_MetaG.092.2k	k__Bacteria (UID2565)	2921	152	93	54.51	21.35	0.0	1612305	0	517	517	2949	2949	3118	3118	22326	22326		3.37			1726	72	57	16	7	0	0	17	1	UID2982	k__Bacteria	unresolved		1.6123049999999999	1726			88.0	44.228229498299996	7.813765989760001	2.42188205682	2.1921334645400004	2142.11363636	1851.65080175
KR11_0.1_MetaG.093.2k	KR11_0.1_MetaG.093.2k	p__Euryarchaeota (UID3)	148	188	125	69.66	2.4	33.33	739115	0	218	218	3435	3435	3390	3390	12525	12525		7.56			990	51	134	3	0	0	0	35	0	UID139	k__Archaea;p__Euryarchaeota	unresolved		0.739115	990			8.0	45.0895297478	8.85698238334	1.695781125	0.37097524910199997	1747.25	351.88980874699996
KR11_0.1_MetaG.094.2k	KR11_0.1_MetaG.094.2k	k__Bacteria (UID203)	5449	104	58	52.92	26.87	0.0	1172864	0	305	305	3747	3747	3845	3845	47176	47176		3.77			1408	36	39	25	4	0	0	22	10	UID207	k__Bacteria	p__Dictyoglomi;c__Dictyoglomia;o__Dictyoglomales;f__Dictyoglomaceaeg__Dictyoglomus;f__Dictyoglomaceaeg__Dictyoglomus		1.172864	1408			3.0	33.854856506	0.0886942929174	1.9048040000000002	0.0428384824895	1913.0	40.4722126897
KR11_0.1_MetaG.095.2k	KR11_0.1_MetaG.095.2k	c__Spirochaetia (UID2496)	72	215	125	57.78	10.96	0.0	807490	0	150	150	7612	7612	5383	5383	39301	39301		2.29			916	101	93	19	2	0	0	12	2	UID2502	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales	f__Spirochaetaceae		0.8074899999999999	916			66.0	38.831279650999996	10.6533604201	2.5103984393900003	0.9650634856489999	2344.34848485	864.5581721919999
KR11_0.1_MetaG.096.2k	KR11_0.1_MetaG.096.2k	k__Bacteria (UID203)	5449	100	55	57.91	36.77	1.52	645571	0	156	156	4320	4320	4138	4138	25135	25135		2.79			817	35	28	24	12	1	0	11	17	UID2502	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales	f__Spirochaetaceae		0.645571	817			66.0	38.831279650999996	10.6533604201	2.5103984393900003	0.9650634856489999	2344.34848485	864.5581721919999
KR11_0.1_MetaG.097.2k	KR11_0.1_MetaG.097.2k	k__Bacteria (UID1452)	924	161	108	45.5	26.6	0.0	551414	0	166	166	3247	3247	3321	3321	9680	9680		1.98			725	73	48	32	6	2	0	20	10	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea		0.5514140000000001	725			23.0	55.9597818041	5.95590811758	3.9070339565199994	1.7333307660799997	3352.7826087	1254.52443636
KR11_0.1_MetaG.098.2k	KR11_0.1_MetaG.098.2k	k__Bacteria (UID203)	5449	104	58	13.79	0.0	0.0	451215	0	6	6	235322	235322	75202	75202	235322	235322		3.96			434	95	9	0	0	0	0	3	0	UID3161	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfurimonas	s__		0.451215	434			2.0	34.0295364398	0.43242032635600003	2.5771215	0.3755605	2549.0	385.0
KR11_0.1_MetaG.099.2k	KR11_0.1_MetaG.099.2k	k__Bacteria (UID203)	5449	104	58	61.34	14.11	6.25	1327121	0	324	324	4372	4372	4096	4096	17377	17377		2.27			1716	26	64	13	1	0	0	29	5	UID1	k__Bacteria (root)	k__Bacteria		1.327121	1716			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
KR11_0.1_MetaG.100.2k	KR11_0.1_MetaG.100.2k	k__Bacteria (UID203)	5449	104	58	57.43	2.27	27.27	469107	0	119	119	4360	4360	3942	3942	33408	33408		2.57			629	34	61	8	1	0	0	26	5	UID1	k__Bacteria (root)	k__Bacteria		0.469107	629			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
KR11_0.1_MetaG.101.2k	KR11_0.1_MetaG.101.2k	root (UID1)	5656	56	24	0.0	0.0	0.0	149345	0	6	6	37791	37791	24890	24890	55144	55144		1.87			144	56	0	0	0	0	0	0	0			unresolved		0.149345	144									
KR11_0.1_MetaG.102.2k	KR11_0.1_MetaG.102.2k	k__Archaea (UID2)	207	149	107	97.2	50.03	0.0	7474482	0	692	692	18716	18716	10801	10801	107434	107434		4.2			7048	3	77	61	5	2	1	3	40	UID139	k__Archaea;p__Euryarchaeota	unresolved		7.474482000000001	7048			8.0	45.0895297478	8.85698238334	1.695781125	0.37097524910199997	1747.25	351.88980874699996
KR11_0.1_MetaG.103.2k	KR11_0.1_MetaG.103.2k	c__Deltaproteobacteria (UID3216)	83	247	155	80.68	0.97	0.0	4072128	0	705	705	7068	7068	5776	5776	26443	26443		2.89			4195	46	196	5	0	0	0	35	3	UID3225	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae	g__Desulfotignum		4.072128	4195			6.0	48.089949115799996	3.47871083047	5.17597633333	0.656977837799	4723.5	539.736278195
KR11_0.1_MetaG.104.2k	KR11_0.1_MetaG.104.2k	k__Bacteria (UID1452)	924	151	101	31.6	9.49	87.5	539915	0	65	65	11407	11407	8306	8306	35704	35704		1.59			563	86	49	16	0	0	0	20	4	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi		0.5399149999999999	563			8.0	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
KR11_0.1_MetaG.105.2k	KR11_0.1_MetaG.105.2k	k__Bacteria (UID1452)	924	163	110	98.18	14.85	4.76	4635561	0	153	153	124053	124053	30297	30297	277398	277398		4.41			4449	2	148	9	4	0	0	42	0	UID2310	k__Bacteria;p__Chloroflexi	c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Anaerolinea;s__Anaerolinea_thermophila		4.635561	4449			2.0	56.291185419799994	2.4415124799	4.335458	0.80308	3708.0	484.0
KR11_0.1_MetaG.106.2k	KR11_0.1_MetaG.106.2k	k__Bacteria (UID2329)	174	149	89	60.67	2.25	0.0	650529	0	40	40	23314	23314	16263	16263	51848	51848		2.16			664	43	104	2	0	0	0	38	0	UID2329	k__Bacteria	p__Tenericutes;c__Mollicutes		0.650529	664			174.0	29.3511519692	4.74536573391	1.46226449425	0.950537413827	1377.33908046	1002.10203496
KR11_0.1_MetaG.107.2k	KR11_0.1_MetaG.107.2k	k__Bacteria (UID1452)	924	151	101	91.88	36.45	3.92	4520559	0	241	241	33496	33496	18757	18757	135729	135729		2.15			4136	10	99	39	2	1	0	35	5	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi		4.5205589999999995	4136			8.0	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
KR11_0.1_MetaG.108.2k	KR11_0.1_MetaG.108.2k	k__Bacteria (UID1452)	924	160	109	55.3	7.62	8.33	959326	0	146	146	8724	8724	6570	6570	30421	30421		2.72			1032	57	93	9	1	0	0	32	3	UID2309	k__Bacteria;p__Chloroflexi	unresolved		0.959326	1032			14.0	58.5159979235	4.80948739763	4.70641157143	1.0439035214	3933.14285714	717.1834649860001
KR11_0.1_MetaG.109.2k	KR11_0.1_MetaG.109.2k	k__Archaea (UID2)	207	149	107	66.04	22.43	0.0	1945949	0	330	330	8643	8643	5896	5896	34296	34296		2.65			2424	43	78	28	0	0	0	30	6	UID1	k__Archaea (root)	k__Archaea		1.9459490000000002	2424			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
KR11_0.1_MetaG.110.2k	KR11_0.1_MetaG.110.2k	k__Archaea (UID2)	207	149	107	46.7	4.52	33.33	735922	0	153	153	5828	5828	4809	4809	18129	18129		2.35			1083	73	70	6	0	0	0	30	4	UID1	k__Archaea (root)	k__Archaea		0.7359220000000001	1083			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
KR11_0.1_MetaG.111.2k	KR11_0.1_MetaG.111.2k	k__Bacteria (UID203)	5449	103	57	21.69	0.0	0.0	557241	0	89	89	9199	9199	6261	6261	29524	29524		5.39			652	86	17	0	0	0	0	7	0	UID3810	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	unresolved		0.557241	652			64.0	32.1219124736	3.67245428431	1.28464370312	0.231256711133	1198.546875	289.859391003
KR11_0.1_MetaG.112.2k	KR11_0.1_MetaG.112.2k	k__Bacteria (UID2565)	2921	152	93	69.26	37.6	5.08	1529929	0	200	200	9394	9394	7649	7649	98907	98907		3.9			1534	33	77	37	4	0	1	29	8	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae		1.529929	1534			88.0	44.228229498299996	7.813765989760001	2.42188205682	2.1921334645400004	2142.11363636	1851.65080175
KR11_0.1_MetaG.113.2k	KR11_0.1_MetaG.113.2k	p__Euryarchaeota (UID49)	95	228	153	91.18	15.03	33.33	3563030	0	756	756	5507	5507	4713	4713	45626	45626		5.27			4523	20	187	18	2	1	0	37	0	UID60	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales	f__;g__;s__		3.5630300000000004	4523			11.0	41.0744786565	2.19916782413	3.2719419090900006	1.1229297856799998	3063.18181818	781.250957024
KR11_0.1_MetaG.114.2k	KR11_0.1_MetaG.114.2k	k__Bacteria (UID2495)	2993	143	89	54.31	29.18	2.08	1307723	0	309	309	4538	4538	4232	4232	26016	26016		1.81			1575	58	47	33	5	0	0	18	9	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__		1.307723	1575			72.0	38.969742160500005	10.3693638763	2.60865927778	1.0341579159999998	2440.63888889	952.6666419630001
KR11_0.1_MetaG.115.2k	KR11_0.1_MetaG.115.2k	k__Bacteria (UID203)	5449	104	58	56.9	25.0	35.29	4093019	0	921	921	4874	4874	4444	4444	21554	21554		2.93			4190	66	23	14	1	0	0	6	0	UID2616	k__Bacteria;p__Bacteroidetes	c__Bacteroidia;o__Bacteroidales		4.093019	4190			339.0	41.2085843471	6.09138086841	3.9152241622400004	1.3530055213299998	3422.87610619	1091.16090759
KR11_0.1_MetaG.116.2k	KR11_0.1_MetaG.116.2k	k__Bacteria (UID209)	5443	105	59	57.6	0.0	0.0	1110262	0	222	222	5570	5570	5001	5001	26967	26967		3.14			1254	36	69	0	0	0	0	30	0	UID209	k__Bacteria	p__Thermotogae;c__Thermotogae;o__Thermotogales;f__Thermotogaceae		1.110262	1254			5443.0	49.280278683199995	13.0437086269	3.8071638478800005	1.82606099193	3594.01377917	1662.99947452
KR11_0.1_MetaG.117.2k	KR11_0.1_MetaG.117.2k	k__Archaea (UID2)	207	149	107	93.46	60.75	21.48	4554775	0	772	772	8087	8087	5899	5899	120307	120307		3.08			5358	9	65	48	25	2	0	4	39	UID60	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales	f__;g__;s__		4.554775	5358			11.0	41.0744786565	2.19916782413	3.2719419090900006	1.1229297856799998	3063.18181818	781.250957024
KR11_0.1_MetaG.118.2k	KR11_0.1_MetaG.118.2k	k__Bacteria (UID1452)	924	151	101	54.42	7.21	0.0	565824	0	114	114	6506	6506	4963	4963	28629	28629		2.55			699	55	81	15	0	0	0	28	5	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi		0.565824	699			8.0	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
KR11_0.1_MetaG.119.2k	KR11_0.1_MetaG.119.2k	root (UID1)	5656	56	24	0.0	0.0	0.0	145541	0	33	33	5099	5099	4410	4410	24172	24172		1.64			264	56	0	0	0	0	0	0	0			unresolved		0.145541	264									
KR11_0.1_MetaG.120.2k	KR11_0.1_MetaG.120.2k	k__Archaea (UID2)	207	149	107	26.48	2.55	0.0	2730397	0	741	741	3788	3788	3684	3684	20274	20274		2.22			3026	102	41	6	0	0	0	14	3	UID1	k__Archaea (root)	k__Archaea		2.730397	3026			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
KR11_0.1_MetaG.121.2k	KR11_0.1_MetaG.121.2k	k__Bacteria (UID1453)	901	171	117	35.01	12.39	73.91	889283	0	129	129	8429	8429	6893	6893	41163	41163		1.2			947	105	43	23	0	0	0	16	3	UID2142	k__Bacteria	p__Cyanobacteria		0.889283	947			169.0	50.1629813722	12.0228236511	4.391494917159999	1.9983819945400003	4148.5443787	1625.20651017
KR11_0.1_MetaG.122.2k	KR11_0.1_MetaG.122.2k	k__Bacteria (UID203)	5449	100	55	87.27	30.85	0.0	2378994	0	459	459	6025	6025	5182	5182	40792	40792		2.33			2670	7	50	33	9	1	0	12	29	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__		2.378994	2670			72.0	38.969742160500005	10.3693638763	2.60865927778	1.0341579159999998	2440.63888889	952.6666419630001
KR11_0.1_MetaG.123.2k	KR11_0.1_MetaG.123.2k	k__Bacteria (UID3187)	2258	188	117	25.15	3.85	0.0	3250821	0	831	831	4156	4156	3911	3911	16463	16463		1.92			3217	142	41	5	0	0	0	13	0	UID3198	k__Bacteria	p__Acidobacteria		3.2508209999999997	3217			17.0	59.292302390100005	3.01115477033	5.48641088235	1.5882216194799998	4711.64705882	1221.85750306
KR11_Ju.001.2k	KR11_Ju.001.2k	k__Bacteria (UID203)	5449	104	58	11.13	0.0	0.0	800477	0	228	228	3624	3624	3510	3510	12011	12011		4.17			978	92	12	0	0	0	0	4	0	UID3961	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	p__Sideroxydans;c__Sideroxydans;o__Sideroxydans;f__Sideroxydans;g__Sideroxydans;s__Sideroxydans_lithotrophicus		0.800477	978			2.0	55.148283071899996	2.39345939129	3.0830634999999997	0.0794075	3027.5	21.5
KR11_Ju.002.2k	KR11_Ju.002.2k	c__Betaproteobacteria (UID3971)	223	425	211	95.09	18.14	0.0	3299916	0	275	275	25279	25279	11999	11999	76116	76116		3.39			3268	43	320	62	0	0	0	19	6	UID3971	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	o__Rhodocyclales;f__Rhodocyclaceae		3.2999160000000005	3268			223.0	63.6314011416	6.04147917703	5.56649813901	1.7739074753	5150.820627800001	1616.3028132000002
KR11_Ju.003.2k	KR11_Ju.003.2k	c__Deltaproteobacteria (UID3217)	62	280	168	83.69	3.17	83.33	3677447	0	708	708	5949	5949	5194	5194	75564	75564		4.18			3942	60	214	6	0	0	0	24	0	UID3235	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae	g__Desulfotalea;s__Desulfotalea_psychrophila		3.677447	3942			5.0	54.111367786	6.61115303754	4.4153047999999995	0.796783927483	3887.4	661.542621454
KR11_Ju.004.2k	KR11_Ju.004.2k	k__Bacteria (UID203)	5449	104	58	20.8	0.47	0.0	988971	0	345	345	2784	2784	2866	2866	8808	8808		6.23			1161	87	14	3	0	0	0	4	2	UID3217	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	o__Syntrophobacterales;f__Syntrophaceae;g__Desulfomonile;s__Desulfomonile_tiedjei		0.9889709999999999	1161			62.0	56.1284551379	8.30705690322	4.24122095161	0.9491114780869999	3829.01612903	789.75088951
KR11_Ju.005.2k	KR11_Ju.005.2k	root (UID1)	5656	56	24	0.0	0.0	0.0	238533	0	53	53	5054	5054	4500	4500	19456	19456		3.15			258	56	0	0	0	0	0	0	0			unresolved		0.238533	258									
KR11_Ju.006.2k	KR11_Ju.006.2k	o__Burkholderiales (UID4000)	193	427	214	54.34	3.12	12.5	2096858	0	568	568	3854	3854	3691	3691	15518	15518		2.28			2379	194	211	21	1	0	0	27	6	UID4109	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	f__Comamonadaceae		2.096858	2379			50.0	65.6701438028	3.21134833364	5.28439052	1.29159453933	4946.54	1184.88870718
